novel ;sentence ;DD;DI;DIL;Soliloquio/Flusso di coscienza ;note;
Collodi_Carlo-Macchiette-1880.txt;"Giunto appena in mezzo alla strada, cominciò a discorrere fra sè e sè, a voce alta, come fanno tutti quelli che sono agitati da qualche forte turbamento di spirito.
— Non capisco! — diceva allungando il passo e gesticolando, — sarà un nome prosaico… il mio;… ma non mi pare che ci fosse bisogno di ridermi in faccia!… Tutti finora mi hanno chiamato così… e nessuno ha fatto mai tante smorfie per questo nome di Pros… Perchè dunque quella risata sul viso?… Si chiamava così anche il mio nonno, buon’anima… eppure era un uomo che aveva molti quattrini… e mi ha lasciato un bel patrimonio,… e quand’era vivo, sebbene si chiamasse Prosdocimo, lo fecero anche Esattore delle tasse,… e i contribuenti, quando andavano da lui, non mi ricordo di averli mai veduti ridere… Perchè, allora, ridere di me?… e in quel modo?… e in presenza a tutta la conversazione?";si;no ;no;si;dd e soliloquio possono coesistere ?;
Collodi_Carlo-Macchiette-1880.txt;Po’poi, che cosa c’è di male in questo nome di Pros…? È forse una bestemmia? una parola scorretta?;si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Se la signorina vuole i nomi poetici, se li prenda,… e se il mio non le piace… guà, lo sputi!;si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Me lo sono scelto forse da me?;si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;"L’ho voluto io?… È un nome che mi hanno dato quand’ero piccino, e io non ci ho colpa!…
A un tratto si soffermò; e come se gli fosse balenato alla mente una bella cosa, disse con aria di trionfo:
— Un momento! un momentino!… Ora che ci ripenso bene, il mio nome non dev’essere poi tanto il diavolo, perchè mi ricordo di averlo trovato in un romanzo, sissignori, precisamente in un romanzo che devo avere a casa.";si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Un Pros… in quel romanzo, c’è di certo.;si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Dunque, dico io, se il romanziere lo ha scelto per metterlo a uno de’suoi personaggi, è segno che non è poi un nomaccio tanto buffo da far ridere la gente.;si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;E il monologo sarebbe durato anche di più, se il giovanetto, quasi senza avvedersene, non si fosse trovato dinanzi alla porta di casa.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Bussò.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"La porta si aprì e un vecchio servitore, presentandosi col lume in mano, disse al padroncino:
— Buona sera, signor Prosdocimo.
— Prosdocimo, un corno!… — rispose l’altro con bizza; — quando si vuol salutare qualcuno, basta dirgli buon giorno e buona sera… e non c’è bisogno di perdersi in tante lungaggini.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Lo so che mi chiamo Prosdocimo, lo so! lo so! lo so!;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"A questa mossa inaspettata il vecchio servitore, tirandosi le spalle in capo, fece un atto come dire: «O è ammattito… o ha veduto il fondo al bicchiere!»
V
A ppena Prosdocimo fu in camera, si dette subito a frugare all’impazzata fra i suoi libri; e trovato il romanzo che cercava, cominciò a sfogliarlo con una furia indiavolata:
— Oh! ci dev’essere — diceva scorrendo coll’occhio le pagine — Un Pros… c’è di certo… ne sono sicuro,… e quando l’avrò trovato, porterò subito il romanzo a quella smorfiosa della signora Fatima… Oh! eccolo qui! eccolo qui per l’appunto; se Dio vuole, l’ho trovato!..";si;no ;no;si;posso dividere?;
Collodi_Carlo-Macchiette-1880.txt;"E la sua allegrezza fu tale e tanta, da potersi paragonare a quella di Archimede, quando, gridando eureka, saltò fuori dalla tinozza dove faceva il bagno e si dette a correre per le vie di Siracusa, senza ricordarsi della camicia.
— Eccolo qui! — ripetè per la terza volta, piantandoci sopra l’indice, quasi per paura che quel nome gli scappasse via. — Dice proprio Prosdocimo! e se il romanziere l’ha scelto, è segno, cara signora Fatima, che non è poi quel nomaccio così prosaico… Venga qui, signorina… Senta questo periodo,… glielo voglio leggere io… «L’infelice Maria, trovandosi a quell’ora tarda in una delle strade più solitarie della città e non avendo cuore di far ritorno alla casa paterna, rivolse i suoi passi verso la sponda del fiume.";si;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Quand’ecco, per un’ispirazione piovuta dal cielo, si rammentò che poco distante « di lì, abitava un vecchio e fidato amico della sua famiglia.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Era costui un certo Prosdocimo, ex-frate zoccolante della regola di S.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Francesco.»
A questo punto l’amico mio restò come fulminato, cogli occhi immobili e colla bocca mezz’aperta, senza fiato e senza parole.";no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Tornato in sè dal suo primo sbalordimento, aprì la finestra e, scagliato il romanzo nel muro della casa di faccia, cominciò a ridere di un riso sguaiato e convulso, urlando a piena gola, come un matto:
— Avanti, signori, avanti! chi vuol vedere quella gran bestia rara che si chiama Prosdocimo?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Eccomi qui!… mi guardino!… Che m’importa a me, se questo nome è un nome da frati zoccolanti?;no;no ;si;si;;
Collodi_Carlo-Macchiette-1880.txt;Io mi chiamo così, e me ne vanto.;no;no ;si;si;;
Collodi_Carlo-Macchiette-1880.txt;Credono forse che per far piacere a lor signori io voglia darmi alla disperazione?… Neanche per sogno… Il mio nome sarà brutto… non dico di no,… ma anche quello di Fatima!… Bellino davvero!… Se stesse a me, non lo metterei nemmeno alla mia canina inglese… Eppure lei m’era simpatica!… tanto simpatica!… Ma perchè allora ridermi sulla faccia?… che crede forse di avermi fatto un dispetto?;no;no ;no;si;;
Collodi_Carlo-Macchiette-1880.txt;Povera giucchina!;no;no ;si;si;;
Collodi_Carlo-Macchiette-1880.txt;Se lei ride di me, anch’io riderò di lei… altro se riderò!… voglio ridere tutta la notte… sì, sì, sì.;no;no ;si;si;;
Collodi_Carlo-Macchiette-1880.txt;E quel povero diavolo credeva in buona fede di ridere, e non s’era accorto che invece piangeva, c piangeva come una vite tagliata.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Alla fine sentì alla gola un nodo, una specie di serratura; e non sapendo con chi sfogare tutto il malumore e la bizza che aveva in corpo, prese coi denti il fazzoletto da naso e tirandolo rabbiosamente di qua e di là, lo ridusse in mille brindelli.";no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Non c’è che dire: nei momenti solenni della vita il fazzoletto da naso è il vero amico dell’uomo!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;"VI
I ntanto passavano le settimane e i mesi, e quel buon figliuolo di Prosdocimo ripeteva tutti i giorni che voleva dimenticarsi della bella Fatima, come se il dimenticarsi di una persona amata possa essere un atto indipendente della nostra volontà: eppoi, a diciott’anni!
È vero che la figlia del cavaliere lo aveva crudelmente mortificato ridendogli in faccia; ma oramai è destino che l’uomo, fra tutte le donne che gli sono simpatiche, debba di preferenza appassionarsi e voler bene a quella, dalla quale ha ricevuto qualche offesa o qualche dispetto.";no;si;no;no;posso dividere?;
Collodi_Carlo-Macchiette-1880.txt;Assioma: quando un uomo comincia a ragionare fra sè, per convincersi che non è più innamorato, allora vuol dire che il caso è proprio disperato e senza rimedio.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Tant’era avvenuto al mio simpatico amico, il quale, a furia di credersi guarito della sua passione, era diventato magro, secco e stentato, come l’elemosina di un filantropo per un’opera di beneficenza.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;E sempre accade così.;no;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Eppoi l’amore lo chiamano una cosa divina!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Quanto a me, gabellatemi di buona grazia lo sproposito, io l’ho creduto sempre, e lo credo anch’oggi, una malattia come tutte le altre.;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Per carità, non vi lasciate abbagliare dalle belle parole che ne dicono i poeti ne’loro versi.;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Ricordatevi che i poeti raramente dicono la verità, forse per la gran ragione che la verità è prosa, e molte volte, cattiva prosa.;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Guardatemi il Petrarca!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Non ha forse scritto un canzioniere intero per celebrare la verginità di madonna Laura, fortunatissima madre di una mezza dozzina di figlioli?;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;"L’amore, ve lo ripeto, è una malattia.
— Avete mai amato? — mi domandava una sera, fra un atto e l’altro della Traviata, una graziosa donnina, tutta pelle e spirito, vedendomi ridere sotto i baffi alle amorose smanie di Alfredo e di Violetta.
— Mai,… e voi?
— Mai, neppur io — rispose sospirando la mia diafana interlocutrice, — il medico me l’ha proibito!…
VII
-";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"V uoi tu liberarti da questa passione, che lentamente ti consuma? — gli dissi una volta, trovandolo più pallido e più abbattuto del solito.
— Il mio male è senza speranza di guarigione — mi rispose.
— Eppure… io conosco una medicina…
— Sentiamola.
— Prendi moglie.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"L’amico sorrise tristamente.
— Tu ridi, eh? replicai scherzando. — Ah! tu ridi, uomo di poca fede?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Non sai dunque che il matrimonio è uno specifico infallibile per tutte le malattie di cuore?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Non sai che è un calmante prodigioso, un sedativo per eccellenza, un depurativo degli umori sentimentali e romantici, senz’eguale?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Di fronte alla virtù di questo farmaco, che cosa sono tutte le panacee e tutti i cerotti della medicina moderna?;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Il matrimonio, amico mio, è un cerotto antico, e può vantarsi di aver fatto delle cure radicali, incredibili, miracolose:… tant’è vero che i preti, in segno di gratitudine, gli dettero un posto fra i sacramenti e gli uomini lo inalzarono fino al grado d’istituzione civile!
— Tutto sta bene — disse il giovanetto con un gran sospiro; — ma per me, in questo mondo, non c’è che una sola donna!…
— E tu sposala.
— Dio volesse!… Disgraziatamente la fatalità che mi perseguita ha messo fra me e lei una barriera insormontabile, un oceano, un abisso…
— E questo abisso sarebbe?
— Il mio nome!
— C’è il suo rimedio.
— Quale?
— Cambiati nome.
— Mi parrebbe una fanciullaggine.
— E allora sopprimilo addirittura.
— Ma come?
— Chiamati semplicemente Govelli.
— E mia moglie?…
— Ti chiamerà Govelli anche lei.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Negli annali del matrimonio non sarà questo il primo caso di una moglie che chiama il marito per il casato.
— No, no, e poi no — gridò Prosdocimo, rizzandosi in piedi, — il tuo ripiego non mi garba.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;La moglie che chiama il marito per il casato non è più una moglie, ma mi par piuttosto una dozzinante o una pigionale.;si;;;;;
Collodi_Carlo-Macchiette-1880.txt;Credilo, amico, la prima carezza che ti fa la donna, è appunto quella di chiamarti per nome.;si;;;;;
Collodi_Carlo-Macchiette-1880.txt;Il nome, se lo domandi a me, è un vezzeggiativo indispensabile nella vita intima di famiglia.;si;;;;;
Collodi_Carlo-Macchiette-1880.txt;Sopprimi i nomi, e la tua casa ti diventa una locanda.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Oh!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Fatima! come il tuo amore mi avrebbe reso beato!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;Tu non saprai mai, divina fanciulla, le lacrime che mi costi! tu non saprai mai le notti insonni, che ho passate per te!;no;no ;si;no;;
Collodi_Carlo-Macchiette-1880.txt;"Ne’miei lunghi vaneggiamenti, io vedeva dinanzi agli occhi la tua adorata immagine, io sentiva la musica delle tue parole, io respirava il profumo…
— Basta, basta! — gridai interrompendolo — il segreto a domani, come dicono i giornalisti quando hanno principiato un articolo e non sanno come finirlo.
— Del resto, mi sta bene — soggiunse Prosdocimo, ripigliando, dopo una breve pausa, il suo tono naturale di voce. — Questa volta sono stato un grande imprudente; ma un’altra volta!… Oh! un’altra volta, faccio voto a Dio, che prima d’innamorarmi, studierò a fondo la donna!…
— Che ti giova studiarla?";si ;no ;no;si;posso dividere?;
Collodi_Carlo-Macchiette-1880.txt;La donna, amico mio, è un grazioso rebus su due piedi.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Accettalo per quel che è, e non ti prendere la scesa di capo di volerlo intendere e spiegare.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Una volta inteso e spiegato, c’è il caso di doversi persuadere che questo rebus, apparentemente così grazioso, qualche volta non è altro che un motto insipido o un’operazione di calcolo infinitesimale.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Da’retta a me: non soffiare sulla polverina azzurra e dorata della farfalla, se non vuoi che ti rimanga fra le dita un animaluccio o una crisalide senza garbo nè grazia.
— Dunque, secondo te, dovrò mettermi una seconda volta nel pericolo di innamorarmi pazzamente di una donna strana, fantastica, capricciosa? di una donna insomma che non ragiona?
— Che non ragiona?";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Parlando così tu credi forse di offenderla la donna, ma t’inganni.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Gli uomini, lo so, collocarono la donna fra gli animali ragionevoli, e fecero bene; perchè col bel sesso bisogna mostrarsi gentili.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Ma un complimento non è sempre una verità: e la donna, sia detto con buona pace di Buffon e di tutti gli altri naturalisti, non va confusa con la folla volgare di quei mammiferi che, invece della coda, ebbero per magro compenso l’uso della ragione.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;La donna è un mammifero a parte, il mammifero più carino e più grazioso di tutta la creazione: ma che ha questo di singolare, che brilla, seduce e affascina, più per la sua vanità che per la sua sostanza: più per i suoi piccoli difetti che per la sua virtù: più per i suoi capricci che per le sue ragioni.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Che vuoi che ti dica? per me la donna è tanto più bella, quanto meno somiglia all’uomo.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;L’uomo comincia dalla testa, la donna dallo stivaletto.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Se l’uomo è forte, la donna, secondo il mio modo di vedere… e d’amare, dev’esser debole, gracile e magari anche un tantino sofferente.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"La donna, insomma, come la intendo io, deve chiaccherare, ridere, piangere, cantare, ballare, sonare e innamorarsi;… ma in quanto a mostrarsi ostinatamente ragionevole, è una seccatura che non tocca a lei.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;La ragione è un dono che Iddio fece all’uomo soltanto: e l’uomo, bisogna rendergli questa giustizia, non ne ha mai abusato.;si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"VIII
U n giorno il cavaliere Della-Zeta prese a quattr’occhi la figlia: e fra loro due passò questo dialogo:
— Mi dicono che ci sia un giovine, che si strugge per te…
— Può darsi — rispose Fatima.
— Una passione, che dura da più di un anno…
— Può darsi.
— Questo giovine mi si dice che è ricco… molto ricco…
Fatima cominciò a canterellare a mezza voce:";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Signor nè Principe
Non lo vorrei…
— Smetti di cantare cotesta scioccheria! È una solenne scioccheria in cattivissimi versi — gridò con bizza il cavaliere, — e mi fa maraviglia che il maestro Verdi abbia avuto il poco giudizio di metterla in musica.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;"Si vede proprio che l’autore del Rigoletto non ha figliole da maritare!…
— Se non sbaglio — disse Fatima — il tuo piccolo Montecristo dovrebb’essere un certo signor Govelli…
— Lui in persona.
— Ebbene… non lo voglio!
— Perchè? eppure è un grazioso giovine…
— Graziosissimo: ma, per me, ha un gran brutto difetto.
— Quale?
— Si chiama Prosdocimo?
— È forse un difetto?
— Peggio! È un nome antipatico, prosaico, triviale… Insomma, io non lo voglio.";si;no ;no;no;;
Collodi_Carlo-Macchiette-1880.txt;Io voglio per marito un uomo, del quale si possa dire il nome a tutti, senza aver bisogno di fare il viso rosso.;si;no ;no;no;;
