"filename","nome","titolo","anno","chunk","DIL"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Oh, babbo, come puoi parlare così, tu che hai tanto cuore! - disse Falco. - Se dei cattivi l'hanno abbandonata, perché non la raccoglieremmo noi?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Ella sarebbe per me una sorellina. - E sollevando il visino smunto della bimba: - Saresti contenta di stare con me? - chiese.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","La bimba aprì due occhi meravigliosi, che sembrarono al taglialegna ed a suo figlio due stelle, e rispose con una vocina melodiosa: - Oh, sì, Falco! Se il tuo babbo lo vuole. - Il taglialegna parve estatico al suono di quella voce, alla frase pronunziata e soprattutto allo scintillio di quelle pupille di pervinca, che si fissavano nelle sue.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Egli prese in collo la bambina, la baciò. - Lo voglio. - disse - Non hai paura di me?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- No, perché hai cuore, e non vorrai farmi del male. - Chi ti ha detto che ho cuore? - Falco, ed egli non è capace di mentire.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- La meraviglia del taglialegna raddoppiava a quelle risposte, date con tanto senno. Il vecchio si era seduto a terra, tenendo la bimba sulle ginocchia. Falco le si pose accanto.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Chi sei? - chiese il taglialegna. - Di dove vieni?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Come ti trovavi dentro a quell'albero? La bimba rise ed a quel riso la sua fisionomia un po' cupa si rischiarò, prese una sì dolce espressione, che il vecchio rimase a bocca aperta a guardarla. - Ho detto che sei brutta e mi sono ingannato, - esclamò.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Perdonami. Come ti chiami? - - Topolina; e vengo da lontano, lontano assai: non so chi mi diede la vita; ricordo solo di aver vissuto presso una donna cattiva, che chiamavano l'Elefantessa, mi teneva nel suo carrozzone, mi conduceva a tutte le fiere, facendo pagare de' bei soldi a chi voleva vedermi gettata in aria come una pallottola e poi ripresa o girare come una trottola sopra una piramide di sedie, tenendomi in equilibrio con un piede.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","L'Elefantessa, in cambio del mio lavoro, mi batteva ogni notte, mi torceva braccia e gambe, dicendomi che voleva snodare le mie giunture, per rendermi capace di volgere il mio corpicino in tutti i sensi, di passare attraverso le sbarre di una finestra, in qualunque pertugio, e quando aveva finito di tormentarmi, mi dava da mangiare gli avanzi che gli altri gettano ai cani. Non ne potevo più, avevo tutto il corpo indolenzito, e una notte, da vera topolina, fuggii da un buco del carrozzone e via via per la foresta. Eran tanti giorni che mi trovavo là dentro; ma non ne uscivo che al tramonto, per paura che l'Elefantessa si trovasse nella foresta e mi ripigliasse.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Conoscevo già Falco, e l'ho seguito di nascosto più volte, senza che se ne accorgesse; ed egli, senza saperlo, m'indicava dove potevo trovare delle frutta, delle radici da sfamarmi, dell'acqua per bere. Onde non ho avuto timore di lui, quando si è avvicinato all'albero, e quando mi ha veduta e mi ha presa. - Il taglialegna e suo figlio l'ascoltavano rapiti, sembrando loro impossibile che una creaturina così piccola, così minuta, cui non si avrebbe dato più di due anni, si spiegasse con tanto giudizio.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Quanti anni hai? - chiese Falco curioso. - Compirò i sei a luna nuova, e non ho più bisogno di essere portata.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Così dicendo spiccò un salto ed in un secondo si trovò seduta nel tronco dell'albero, che l'aveva ricoverata. Il vecchio stese le braccia. - Vuoi tu fuggire anche da me?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Oh, no, - rispose Topolina, che in un attimo fu a terra - volevo solo mostrarti che non ti darò alcun fastidio e sarò di aiuto a te ad al mio nuovo fratello. - Falco batté le mani dalla contentezza. Con Topolina, la gioia, l'allegria erano entrate nella capanna del taglialegna.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Il vecchio aveva ripreso a lavorare con ardore, e la sua voce accompagnava quella del figlio, quando si metteva a cantare. Egli stette una volta assente tre giorni; e quando tornò, portò seco dei tagli di stoffa, con aghi, filo, come aveva desiderato Topolina. E la piccola bimba, colle sue agili dita, guidata solo dall'istinto, cucì degli abiti per sé, per il vecchio e per Falco.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Certo la forma non ne era corretta: ma purché bastassero a coprire le membra... E Topolina apparve subito una altra, nella tonaca di stoffa azzurra, con dei fiocchetti sulle spalle. La felicità di trovarsi presso persone che l'amavano, che avevano per lei baci e carezze, il nutrimento semplice, ma sano e abbondante, l'aria libera, arrotondirono le sue guance, diedero loro i colori della salute, le resero fresca la pelle.","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Né il vecchio, né Falco avrebbero più potuto vivere senza Topolina. Ella era saggia quanto bella e buona; e quando parlava, così il fanciullo come suo padre pendevano dalle sue labbra. - Tu devi essere la figliuola di qualche fata, - le disse un giorno Falco, mentre percorrevano insieme la foresta, tenendosi per mano.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Topolina rise, rispondendo: - Se lo fossi, pregherei mia madre di convertire la nostra capanna in un palazzo, e far di te un principe e di tuo padre un re. Ma pur troppo non sono che una povera bimba e non posso darvi altra ricompensa che il mio amore, la mia gratitudine. - Gli anni scorsero.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Falco cresceva a vista d'occhio ed a quattordici anni era un fanciullo forte e fiero, che sapeva maneggiare l'accetta, come non aveva mai fatto suo padre. Ma Falco non era felice. La povertà, l'isolamento, gli erano venuti a noia: egli sognava viaggi, avventure pericolose, amori di principesse, di fate, ricchezze straordinarie, favolose.","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Qualche volta confidava i suoi sogni a Topolina, che diveniva subito seria, lo sgridava dolcemente... Chi più felici di loro in quell'angolo di foresta ove ogni pianta, ogni uccello era ad essi familiare e dove non avevano timore di tenebre, di brutti incontri? Che gioia trovarsi riuniti durante l'inverno, presso il camino, ascoltare il vecchio taglialegna raccontare le storie meravigliose della Stella d'oro, dei Sette fratelli dormienti, della Fata Guadalmonte!","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","E quale ebbrezza, nelle giornate di sole, camminare sotto quella volta di fronde, salutati al loro passaggio dal canto degli uccelli, dal soave lamento di qualche capra selvatica! Se fosse andato in una grande città, nessuno si sarebbe curato di lui, né l'avrebbe compreso. Anzi, l'avrebbero deriso per i suoi sogni di grandezza, e rimandato con scherni alla foresta.","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Falco s'impazientiva a quelle osservazioni, e vi rispondeva con una certa asprezza. Per Topolina e per suo padre, la foresta poteva continuare ad avere attrattive, perché il vecchio non si era mai allontanato dal suo guscio, né aveva mai veduto altre persone, tranne qualche raro passante che chiedeva di riposare nella loro capanna; ed ella era rimasta così piccina, così bambolina, a malgrado gli anni passati, che avrebbe corso mille pericoli, in mezzo alla gente, senza contare che i monelli l'avrebbero rincorsa a fischiate... Ma egli era forte, alto, ed avrebbe sostenuto qualsiasi lotta, qualunque aggressione.","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Topolina lo guardava con quei grand'occhi color del cielo, dallo sguardo in certi momenti profondo come quello di una donna, in altri pieno di malizia e di ironia. - Tu vuoi dunque proprio abbandonarci? - chiedeva lentamente.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Falco sentiva suo malgrado una puntura al cuore e si faceva rosso. Egli era volubile, fantastico, ardito; ma in fondo buono, generoso. - No, non ancora; ma se mi capiterà l'occasione, - rispondeva - non chiederò consiglio che a me stesso.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Ed avrai un cattivo consigliere. - Queste contese si rinnovellavano di quando in quando, senza che per questo i due fanciulli si amassero meno. Topolina seguiva sempre Falco nelle sue corse attraverso la foresta, né si stancava mai; anzi, era più agile, più svelta di lui, e spesso si compiaceva di nascondersi in qualche cespuglio o fra i rami di una querce fronzuta, per avere il piacere di vederlo affannato a ricercarla.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Topolina, dove sei? Rispondi. È passato ora il lupo e avrà fatto certo un solo boccone di te, senza che me ne sia accorto.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Ed il forte ragazzo si metteva a piangere. Allora Topolina si mostrava tutta sorridente, gettandosi nelle sue braccia. - No, il lupo non mi ha mangiata, né mi mangerà: tutte le bestie della foresta ci rispettano, perché viviamo in mezzo a loro, perché non facciamo male ad alcuna.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Una mattina, Falco e Topolina si trovarono sul margine di un largo sentiero che divideva in due la foresta, quando passò una piccola carrozzella, intessuta di vimini dorati, condotta da due bellissime capre, candide come la neve. La guidava una fanciulla su dodici anni, di bellezza meravigliosa, dai lunghi riccioli d'oro spioventi sull'abito di seta celeste. A Falco sembrò di scorgere un'apparizione divina, ebbe come la sensazione di un fluido magnetico che gli percorresse tutte le sue giovani fibre, e con accento estatico gridò: - Come è bella!","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- La bionda fanciulla lo sentì, si volse; ma scorto il giovinetto scalzo, vestito di miseri panni, sorrise con disprezzo, alzò la frusta, come se volesse punirlo per aver osato manifestare a voce alta la sua ammirazione; poi la lasciò cadere con forza sulle bianche caprette, che misero un lamento e presero la corsa. - Bella, ma cattiva! - osservò Topolina.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Ma Falco aveva sempre presente quei riccioli d'oro, quegli occhi neri come carbonchi, quel visino d'angelo... e si era fatto triste, pensieroso. Quel giorno a desinare toccò appena il cibo; e quando ebbe finito, invece di fare la siesta, come il solito, al rezzo di una pianta, ascoltando il gentile chiacchierio di Topolina, si diede a vagare come un'anima in pena per la foresta. Topolina lo seguì silenziosa, crollando melanconicamente la bruna testa.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Ad un tratto, il fanciullo si batté la fronte. - Voglio sapere chi sia, - disse. - Povero Falco, a che ti servirà?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Voglio essere amato da lei, compire imprese audaci, purché me la diano in isposa. - Si udì un trillo che pareva una risata. Era un merlo che fischiava sopra un ramo.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Falco, preso da furore, raccolse una pietra, gliela lanciò; ma non lo colse. Ed il trillo si ripetè più forte, più gaio. Sembrava che dicesse: Sciocco, sciocco, sciocco!","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Topolina osservò: - Il merlo fa male a canzonarti, caro Falco; ma tu fai peggio cullandoti in sogni, che non possono avverarsi. Sono certa che quella bellissima e cattiva fanciulla non si curerà mai di te. - Tu parli così per invidia e gelosia.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Topolina si tacque; ma provò un senso acuto, invincibile di pena alle parole di Falco, ed i suoi occhi di pervinca si empirono di lacrime. Anch'egli diventava cattivo. Falco passò l'intera giornata a cercare; e trovò.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","La bella e superba fanciulla abitava in un palazzo, che pareva di cristallo, posto nel mezzo di un meraviglioso giardino, ricco di ogni varietà di piante, di fiori, con fontane di diaspro e d'argento, con statue di marmo, circondato da un cancello che ai raggi del sole scintillava quasi fosse di purissimo oro. Dietro a quel cancello, Falco, pallido, tremante, cogli occhi pieni di sprazzi luminosi, scorse estatico la ricca fanciulla dai riccioli d'oro sparsi al vento, che vestiva una bianca tunica la quale le lasciava il collo e le braccia scoperte, e permetteva di vedere due gambe perfette la cui carne traspariva dalle calze traforate, e i piedini calzati da sandali ricamati di perle. Giuocava alla palla in un viale fiancheggiato da rosai con un bel giovinetto che aveva l'aria di un paggio ardito e sfrontato, dai riccioli bruni spioventi sul colletto di trina della blouse di velluto azzurro, stretta alla vita da una cintura tempestata di pietre preziose, con stivali di pelle di daino, allacciati da cordoni d'oro, e con nappe pur d'oro.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Presso Falco, ergendosi sulla punta dei piedini nudi per giungere anch'essa a vedere, stava muta, seria, Topolina che sentiva nel cuore come un peso di amara tristezza ed aveva negli sguardi come dei lampi improvvisi di collera e di dolore. - Quanto è bella, quanto è bella! - ripeteva ad ogni tratto Falco, trasportato dall'entusiasmo.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Se tu potessi assomigliarle, Topolina! - La bimba strinse le pallide labbra tremanti. - Se anche lo potessi, - rispose - non lo vorrei.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","La signorina è bella, ma ha gli occhi ed il sorriso cattivi, e se ci vedesse, ci manderebbe via come due mendicanti. - Falco si strinse nelle spalle. I due giuocatori non avevano ancora rivolti gli sguardi da quella parte.","YES"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Ridevano, chiacchieravano. - A me la palla, Carlen, - gridava la bella fanciulla. - Che malaccorto!","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Ti credi migliore di me, Tea? - Lo metteresti in dubbio? Guarda che io non oltrepasso mai la corda.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Ed io te la ribatto, sempre giusta: sei tu incapace di coglierla a volo. - No, sei tu che non sai lanciarla: ecco, impara. - Ma la fanciulla aveva mal calcolato il colpo: la palla, lanciata con forza, oltrepassò il cancello e cadde ai piedi di Falco.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Carlen rise, batté le mani. - Ah, ah! lo vedi che hai passato il segno?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Tea colle guance accese, scarmigliata, piena di collera e di confusione, corse verso il cancello. Fece tosto una smorfìa di disgusto, vedendo la sua palla tenuta dalle mani rozze e brune di Falco. - Dammela!","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- disse con tono imperativo al fanciullo, che tremava dalla commozione. - È mia. - Lo so che è tua, - rispose Falco cercando di vincere la sua timidezza - e te la renderò, se mi darai in cambio la rosa che porti alla cintura.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Temerario! - gridò Carlen, che si era pure avvicinato al cancello. - Vuoi che ti accarezzi le spalle col mio frustino?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Straccione, rendi quella palla a mia cugina! - Falco era stranamente impallidito; ma i suoi occhi lampeggiarono di furore. - No, non la renderò, - rispose - se non mi verrà chiesta con miglior garbo.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Tea si abbandonò ad un'ilarità così tempestosa, che Carlen non potè a meno di condividere. - Guarda che aria d'importanza si dà quel pezzente! - esclamò la bella fanciulla beffeggiandolo.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Nemmeno se possedesse i sette capelli d'oro della fata Gusmara avrebbe tanto ardire! Tienti pure la palla, principe degli stracci, perché non so più che farmene, ora che è stata insudiciata dalle tue mani. E così calpesterò questa rosa che tu hai osato di guardare e di chiedermi.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Unendo alle parole il gesto, gettò a terra la rosa e vi batté sopra furiosamente i piedini. - Te l'avevo detto, Falco, che la signorina era superba e cattiva, - disse Topolina colla sua voce chiara, melodiosa - e tu non volevi credermi. - Tea e Carlen diedero in un nuovo scoppio di risa alla vista di quella minuta creaturina che poteva passare attraverso i ferri del cancello e non giungeva alla cintura del compagno.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Oh, oh, ecco la principessina dei pidocchi che viene a sputar sentenze! - esclamò Carlen beffeggiandola a sua volta. - E di me, piccola scimmietta, non dici nulla?","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Dico che sei degno di tua cugina, - rispose la bimba, fissando senza timore i suoi occhi di pervinca sul fanciullo insolente. Carlen divenne rosso fino alle orecchie e raccolto un ciottolo del giardino, lo lanciò con forza contro la misera bimba, che ne fu colpita in fronte. Tea rideva a crepapelle.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","Topolina asciugò con un lembo della sua povera tunica il sangue che colava dalla ferita, e guardando fissi i due fanciulli: - Vili quanto orgogliosi! - disse con accento di supremo disprezzo. - Andiamo, Falco, essi non meritano che ci occupiamo di loro.","NO"
"Invernizio_Carolina-I_Sette_Capelli_D'Oro_Della_Fata_Gusmara-1909","Invernizio Carolina","I Sette Capelli D'Oro Della Fata Gusmara","1909","- Tea continuava a ridere per dissimulare la vergogna del sentirsi offesa così; mentre Carlen si mordeva le labbra dal dispetto. Gli occhi di Falco scintillavano di un selvaggio furore, e dimenticando ogni rispetto per la superba fanciulla: - Tieni la tua palla, tieni! - gridò strappandola con le unghie e coi denti, e gettandogliene i brani sul viso.","NO"
