doc_id;text;DD;DI;DIL;Soliloquio/Flusso di coscienza
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Il pallone, spinto da un calcio del famoso Tom Bills, s’alzò, traversò l’aria come un bolide, divenne piccino piccino e scomparve.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Orbene: per quante ricerche si facessero, di quel pallone non si trovò traccia.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Esso era scomparso.
* * *
(Notate l’efficacia del carattere corsivo nei romanzi: esso dà a una frase semplice in apparenza, un che di misterioso e in certi casi procura, a chi legge, un leggero brivido.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Perché?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Chi sa.;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Non potrò mai dimenticare l’impressione che, in un romanzo, mi fece questa frase stampata in corsivo:;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Un pallore terribile si diffuse sul suo volto: il cocchiere aveva due dita di meno.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;E quest’altra frase?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Provate a leggerla di notte, soli, nella vostra stanzetta, com’è accaduto al sottoscritto, nel corso di un romanzo misteriosissimo:;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Egli scorse nell’angolo il meticcio.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Che c’è in questa frase?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Niente.;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Eppure, quel corsivo quando uno meno se l’aspetta dà al meticcio qualche cosa di misterioso e di spaventoso, da far rizzare i capelli.)
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Le autorità sportive inglesi, non avendo altro da fare, si adoperarono molto per rintracciare il pallone, divenuto ormai storico.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;I giornali fecero ricerche per conto proprio inviando sul luogo i migliori cronisti, e la questione, divenuta d’interesse generale e tenuta viva dalle congetture del popolino, fini per esser portata davanti all’Accademia Scientifica Inglese, che dedicò più d’una seduta al fenomeno e incaricò uno scienziato — il professor Sambuko —di studiarlo sul posto.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Qualcuno dei colleghi del professor Sambuko avanzò l’ipotesi che l’oggetto, uscendo dall’orbita d’attrazione della Terra, fosse stato catturato dalla Luna o da qualche pianeta vicino.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma la cosa parve — ed era difatti — poco verosimile.;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Si pensò che fosse caduto in mare, ma, per quante ricerche fossero fatte da battelli attrezzati all’uopo, non se ne trovò traccia: e sì che avrebbe dovuto galleggiare; senza dire che anche il fondo marino fu scandagliato ben bene, senza risultati.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Qualche giornale lanciò l’ipotesi che il pallone, caduto a poca distanza dal Chrystal Palace, fosse stato raccolto da persona non troppo scrupolosa, che l’avesse occultato.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Allora le autorità sportive londinesi stanziarono premii vistosissimi per chi avesse riportato il pallone, o avesse saputo dar notizie sufficienti a farlo rintracciare.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"In seguito a questo, si presentarono non meno di ventimila persone con altrettanti palloni, dichiarando di “averli trovati nei dintorni di Londra”; dichiarazione molto sospetta se si pensa che è un fatto per lo meno strano che, nello spazio di pochi giorni, si perdano più di ventimila palloni nei soli dintorni di Londra.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Senza contare che nessuno dei palloni esibiti aveva le impronte del piede di Tom Bills.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Il “mistero del Chrystal Palace” — così ormai si chiamava questa faccenda — appassionò per qualche tempo stampa, pubblico, gente di diporto e studiosi.;si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Poi, non venendosi a capo di nulla, come accade, fu dimenticato e nessuno ne parlò più.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Soltanto nel popolino restò il ricordo del “pallone di Tom Bills”, e cominciarono a circolare leggende sulla sua sorte.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Si narrarono ai bambini le storie del pallone di Tom Bills rapito dagli spiriti folletti e del pallone di Tom Bills che il diavolo s’era portato all’inferno per giocare coi demonii.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Tra i vecchi giocatori ognuno disse la sua e pretese di sapere la verità su questa faccenda, che presto divenne proverbiale.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Tanto che, ancor oggi, nei sobborghi di Londra, quando si parla di qualcuno che se ne va senza lasciare sue notizie, o d’un oggetto smarrito che non s’arriva a ritrovare, si dice: “Fa come il pallone di Tom Bills”.

II
Pontesullago, strano paese. — Proponimenti per la vecchiaia. — Un lago sempre tetro e un Santo poco noto. — Sua maraviglia nel vedersi salutato dai passanti. — Come si salutano le immagini sacre agli angoli delle strade.



E gira il mondo, se lo vuoi girare, un paese non c’è simile a questo.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Vi ricordate di quella volta che il vostro treno si fermò verso mezzogiorno a una stazioncina in piena campagna?;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;C’era un sole che spaccava le pietre.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Il treno si fermò un minuto; si sentì sbattere uno sportello; si udì una gallinella che accennava a far coccodè; poi una trombetta, seguita subito da un fischio breve della locomotiva, e il treno ripartì.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;E vi ricordate di un’altra volta che il treno si fermò a quella stessa stazioncina, mentre era notte e voi dormivate?;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Un ferroviere scese e camminò lungo il treno buio, gridando...;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Gridando un nome oggi celebre, signori, e se ve lo dicessimo, saltereste mezzo metro da terra.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Ma noi non vogliamo dirlo quel nome, perché si tratta d’un paese di gente vendicativa; d’un paese di anime perse.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;E, oggi, anche d’un paese potente.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Perciò diremo, per intenderci: un ferroviere scese e camminò lungo il treno buio, gridando:  
“Pontesullago!”
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Come vorremmo poter raccontare, di Pontesullago, una storia di pace e di serenità; descrivere quei pomeriggi inoltrati, in una bianca strada di campagna, fiancheggiata dai canneti coperti di polvere, con l’odore acuto di mandorle amare; descrivere i prati primaverili di sera, con l’odore di fieno e di mentuccia; l’argine con gli oleandri in fiore, poco dopo il tramonto, quando ancora c’è una luce serena, una luce classica, e l’odore è più acuto; quelle notti estive sui giardini, con l’odore dei gelsomini, e quelle mattinelle fresche, nei cortili; descrivere gli amori di Joséphine, un po’ fuori del paese, dopo la benedizione in chiesa.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma Joséphine è prigioniera, signori, e un perverso destino ci obbliga anche questa volta a far dolce violenza alla nostra vera natura, che è vagamente volta al poetico.;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ci rifaremo di tutto, un giorno, quando non avremo più cose urgenti da dire.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Quel giorno, il più lontano possibile, svaniti i bollori della gioventù, potremo scrivere finalmente qualcosa di sereno, calmo e affettuoso, nei riguardi di Pontesullago.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"E chi sa che non riusciremo a scoprirlo, allora, questo paesino ideale, questo luogo ignoto e tranquillo, dove tutto costi poco e tutto sia bello e onesto, dove le zanzare sieno sconosciute, le acque fresche e i vini generosi; dove i venti spirino soavi nei boschetti, i fiori nascano lungo le strade odorose e gli abitanti sieno ospitali e antichi; dove la sera s’odano canti lunghi e malinconici errare tra la terra e il cielo, tra il profumo delle mucche e quello del fieno, e tutta la notte trillino i grilli sotto le trepide costellazioni.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Quel giorno saremo vecchi e avremo messo testa a partito.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma se il cielo ci concederà di scoprire questo paese dei sogni, andateci in villeggiatura, signore e signori, e siate felici.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Quanto a noi, chiederemo solo che in questo paese, dove fioriranno gli amori d’una stagione, la più solitaria, ombrosa e discreta strada sia intitolata al nostro nome.
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Strano paese.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Figuratevi una piazza, e alcune strade e alcune case abitate dagli abitanti di Pontesullago.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Per la piazza, poi, si aggiravano perennemente dei cani misteriosi, senza padrone.;;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Donde venivano?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Come vivevano?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Nessuno avrebbe saputo dirlo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Questi cani, la notte, dormivano?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;No.;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Abbaiavano alla luna.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;A lungo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Perché?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Lunghi, tristi, angosciosi abbaiamenti si spandevano, nei vasti campi imbiancati dall’astro che illumina le notti.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Dietro al paese, c’era un piccolo lago.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Sempre tetro e malinconico.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Perché?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Che diavolo era accaduto a quel lago?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Se ne stava chiuso tra due montagnole, solitario e imbronciato, di notte e di giorno, e non sorrideva mai.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Abbandonato dagli uomini, privo di vaporetti e di turisti: forse era questa la ragione della sua tristezza?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Gli abitanti del luogo non lo degnavano di un’occhiata.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Dediti alla caccia, invece che alla pesca, costoro s’arrampicavano su per le colline circostanti e — pùm pàm! — tutte le attenzioni erano per le creature del cielo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;E, così, il lago sempre solo, sempre triste, sempre pensieroso.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Fortuna che, vicino, c’era la chiesa di San Piè di Leone, patrono del paese.
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Questo San Piè di Leone era un santo poco noto.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Si può dire che la sua fama non fosse uscita mai dalle mura di Pontesullago, perché Pontesullago non aveva mura e perché in tutto il resto del mondo nessuno sapeva nulla di San Piè di Leone.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"I maligni dicevano che neppure in Paradiso ne sapessero nulla.
 
In verità, gli stessi abitanti di Pontesullago si curavano ben poco del loro Santo protettore.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;La chiesetta stava fuori del paese, abbandonata e negletta, e i cittadini si guardavano bene dall’entrarvi.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Quando, nel passare davanti all’immagine del Santo, dipinta sul portale, qualcuno aveva la buona idea di toccarsi la falda del cappello,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"San Piè di Leone ne era maravigliatissimo e occhieggiava intorno, per vedere se stesse passando qualche illustre personaggio, al quale fosse diretto il saluto.
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Questa di salutare le immagini sacre non è una cosa tanto semplice quanto si potrebbe credere.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Nelle città, molti salutano le immagini sacre agli angoli delle strade.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Qualche volta si tratta di uomini dall’aria spregiudicata.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;I preti non salutano quasi mai.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Forse per la maggiore dimestichezza che hanno col cielo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;O, forse, aspettano d’esser salutati.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ci sono varii modi di salutare le immagini sacre.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Alcuni, passando sotto l’immagine, si toccano rapidamente la falda del cappello con la punta dell’indice, senza alzare gli occhi.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Altri, dopo essersi toccato il cappello sotto l’immagine, ripetono il gesto tre o quattro volte, come se, invece d’aver salutato, si fossero accomodato il cappello, o come se avessero un tic nervoso.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Altri si grattano la fronte, spostando appena il cappello.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Altri ricorrono a una convenzione con la divinità; cioè, si toccano il cappello qualche passo prima o qualche passo dopo l’immagine, sotto la quale passano con noncuranza.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Altri, infine, molto prima di arrivare sotto l’immagine, si tolgono il cappello come per dar aria alla testa.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"E non se lo rimettono che parecchi passi dopo l’immagine.
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Vorremmo vedere chi, di notte, solo su una montagna, incontrando una immagine sacra col lume acceso davanti, in tanta solitudine, in così gran silenzio, fra le ombre paurose e misteriose, non saluterebbe con la più grande devozione.
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;L’unica devota di San Piè di Leone era Joséphine, la figlia di Fiordaliso il Malvagio, vecchio sindaco di Pontesullago, la quale nove volte al giorno, nello spazio di tre ore, andava a portare un mazzolino di fiori al Santo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Direte: ma non poteva andarci una sola volta, portando i fiori tutti insieme?;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Il fatto è che la devozione della ragazza, pur essendo sincera, non era del tutto disinteressata, ogni visita alla chiesa essendo un pretesto col quale ella riusciva a sottrarsi per un quarto d’ora alla tirannide del padre.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;In questi nove quarti d’ora, la ragazza, oltre che mettere i fiori in fresco, faceva nove passeggiatine con i suoi nove fidanzati.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Pontesullago aveva undici giovanotti.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Nove di essi amavano Joséphine ed erano riamati.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Uno — Piffariello — la odiava ed era odiato da lei.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;L’undicesimo,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Pancrazio, l’amava, ma, chi sa perché, non era riamato.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Capricci di gioventù?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Non sappiamo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma al cuore non si comanda, come disse quel soldato che stava facendo l’amore, quando sentì suonare la ritirata.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Tra i suoi innamorati,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Joséphine non riusciva ad aver preferenze e i cari ragazzi, sapendo l’uno dell’altro, aspettavano che ella si decidesse e frattanto passeggiavano a turno con lei, un quarto d’ora per ciascuno.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Nei quarti d’ora,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;San Piè di Leone scialava.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;La ragazza passava e ripassava davanti all’immagine, con l’innamorato di turno, il quale non mancava mai di salutare, ripetendo, dopo la prima volta: “Di nuovo”, e “Nuovamente”.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;San Piè di Leone avrebbe voluto dire: “Si copra”, ma, poverino, era dipinto.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Dietro la coppia venivano gli altri otto innamorati; essi, aspettando il loro turno e conversando del più e del meno, non dimenticavano di toccarsi il cappello ogni volta che passavano davanti all’immagine del Santo, per far piacere alla ragazza.";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Poi veniva Pancrazio, gelosissimo, il quale cercava di entrare nelle grazie di lei, facendo gran saluti al Santo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;E, dietro Pancrazio, veniva Piffariello, che dava la baia alla ragazza, pur non tralasciando di toccarsi il cappello, nel passare davanti all’immagine.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Per modo che,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;San Piè di Leone, abbandonato durante tutto il giorno, per nove quarti d’ora si vedeva fatto segno a ogni sorta d’attenzioni.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Le prime volte che gli capitò questa cuccagna, il Santo non credeva ai suoi occhi. “Ohè — pensava — vuol cascare il mondo!;si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;I miei compaesani si ricordano di me.” E s’immaginava che, dietro Joséphine e i suoi fidanzati, stesse per sfilare tutta la cittadinanza col cappello in mano.;si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Poi capì di che si trattava e disse: “Brutti mascalzoni!” Ma pensando che era meglio questo che niente, si tenne i saluti e vi si abituò talmente che, se tardavano, cominciava a impensierirsi.;si;si;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;E, già, parlando con gli altri Santi in Paradiso,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"San Piè di Leone accennava con apparente noncuranza alla sua “venerata immagine”.
* * *";no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Non siamo molto informati circa la vita di Pontesullago anteriore ai fatti che stiamo per riferire.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma, a giudicare dalle scarse e incomplete notizie che se ne hanno, pare che, prima del giorno da cui prende le mosse il nostro racconto,;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Pontesullago fosse un paese tranquillo e felice.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;I suoi abitanti vivevano in pace e d’accordo e s’amavano l’un l’altro teneramente.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Mai una nube veniva ad offuscare la serenità di quell’ameno luogo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;I prati erano irrigati da ruscelletti e tutto, in quell’angolo remoto della terra, parlava di pace, fino al giorno in cui...;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Era una domenica di maggio e i cacciatori tornavano in paese, carichi di selvaggina.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Presto, presto, ché le mogli attendono col pranzo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma che c’è lassù?;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Cielo!;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Un uccello sfuggito a quei tiratori infallibili.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Il grosso Barbaccino, detto Salomone a causa della perfetta giustizia distributiva con cui sedeva sui panchettini, caricò il fucile e sparò.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"L’uccello cadde, fulminato dal colpo.
“Maledizione,” urlò il cacciatore “ho sbagliato.”
“Ma se l’uccello è caduto!” fece Fiordaliso il Malvagio, sindaco di Pontesullago.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Salomone fremette.
“È caduto” ringhiò “ma l’ho colpito in fronte, mentre avevo mirato alla tempia.”
Cercò di punirsi, volgendo la canna del fucile contro se stesso, ma gli amici lo trattennero ed entrarono in piazza, acclamati dalla popolazione in festa.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Entrarono in piazza anche i contadini ed intonarono i loro cori di gioia.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Costoro erano inappuntabilmente vestiti di nero e avevano, come tutte le domeniche, poggiati delicatamente sul capo, in perfetto squilibrio, dei cappelli che da tempo immemorabile si conservavano nuovissimi e che parevano allora usciti dalla vetrina d’un cappellaio.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Quando uno d’essi fissò il cielo e gridò:
“Amici, guardate lassù!”
“Sì,” fecero i contadini “abbiamo proprio il tempo di guardare lassù.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Noi dobbiamo cantare i nostri cori di gioia.”
E si rimisero a cantare.
“Ma vi dico di guardare!” insisté il contadino che aveva parlato poco prima. “C’è un puntolino in aria, che ingrandisce a vista d’occhio.”
“Cielo” gridò Salomone, caricando precipitosamente lo schioppo. “Ci sarebbe sfuggito ancora un uccello?”
Quattro o cinque cacciatori, che eran rientrati nelle loro case, uscirono precipitosamente coi fucili imbracciati, gridando:
“Dov’è, dov’è?”
E si misero a fissare il puntolino, che davvero ingrandiva a vista d’occhio.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Frattanto, una carrozza a due cavalli sopraggiunse al piccolo trotto e si fermò davanti al Municipio.
“Un matrimonio” mormorò Fiordaliso il Malvagio, preparandosi a celebrare il rito.
 
Ma la carrozza era vuota.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Il fatto è che si trattava del matrimonio di due cavalli, che volevano celebrarlo in gran pompa, con la loro carrozza.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Da molti anni essi erano attaccati insieme, a quella carrozza, e finalmente avevano deciso di regolare la loro posizione.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Cari animali, i cavalli!;no;no;si;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Piove, nevica, grandina, non se ne accorgono nemmeno e si pigliano tutto, col loro testone paziente, fermi agli angoli delle strade.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Fiordaliso il Malvagio si fece portare la frusta d’oro da offrire agli sposi.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;Ma il contadino, che per primo aveva avvistato il punto nero nel cielo, non si sentiva tranquillo.;no;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"Continuava a fissarlo e finalmente esclamò:
“Ma, insomma, guardate come s’ingrossa”.";si;no;no;no
Campanile_Achille-Giovinotti_non_esageriamo-1929.txt;"I contadini dissero:
“Sarà un falco”.";si;no;no;no
